volumn	rate	time
232	96.98%	99.28
208	95.19%	99.5
170	95.88%	331.95
235	95.74%	267.24
226	95.13%	272.28
220	97.73%	94.63
262	96.18%	96.33
252	96.03%	95.64
259	94.21%	93.2
274	96.35%	100.86
279	97.85%	93.36
299	95.65%	370.13
309	97.09%	97.11
275	97.45%	109.68
321	95.95%	223.22
286	96.50%	93.77
312	94.55%	224.24
307	94.79%	93.55
294	94.22%	90.05
314	95.86%	220.52
316	92.41%	94.57
300	96.67%	225.53
341	96.48%	210.39
368	95.92%	202.47
361	95.84%	90.95
378	97.62%	202.61
376	96.54%	90.4
388	97.16%	89.04
403	96.03%	194.69
394	97.46%	94.64
386	95.08%	204.55
468	92.95%	88.48
501	96.61%	172.52
414	96.38%	187.95
474	95.78%	173.78
450	96.67%	174.33
489	96.11%	333.67
473	95.77%	257.98
497	96.78%	88.16
496	95.36%	330.7
528	94.51%	239.67
544	96.51%	94.47
504	96.83%	256.36
526	95.82%	93.81
495	96.77%	91.18
517	94.78%	85.92
556	96.04%	158.99
499	96.19%	246.04
570	96.32%	158.18
578	96.02%	156.7
508	93.50%	86.02
534	96.07%	85.2
550	95.64%	161.15
588	94.56%	90.02
594	95.96%	85.29
608	93.42%	82.07
620	95.81%	275.48
588	96.09%	84.82
660	95.45%	145.27
636	95.28%	149.15
671	95.53%	209.96
690	95.51%	198.96
624	96.15%	83.85
623	94.54%	145.12
720	95.56%	197.41
725	94.62%	83.85
677	95.42%	144.38
728	97.66%	143.06
705	96.45%	83
678	95.43%	202.75
730	94.38%	252.06
724	96.69%	83.76
694	96.54%	141.46
721	97.23%	83.81
700	96.57%	83.53
719	96.24%	141.82
728	95.47%	247.39
715	96.08%	138.9
760	95.79%	81.66
799	94.49%	187.8
755	95.23%	134.17
780	94.74%	81.72
772	96.24%	185.9
790	96.33%	183.33
797	95.23%	84.92
803	94.77%	132.16
892	97.20%	171.6
740	95%	192.35
878	96.36%	82.2
890	94.83%	124.72
884	95.81%	216.58
846	96.57%	81.37
900	96.22%	125.65
923	95.56%	210.73
914	95.84%	80.23
935	95.61%	123.22
866	95.61%	77.55
970	95.26%	120.86
966	94.62%	163.06
1051	95.53%	194.15
968	96.38%	203.06
981	96.02%	159.51
1044	96.74%	81.03
1010	95.35%	123.69
993	96.68%	82.41
1069	96.35%	117.53
1019	97.15%	199.16
1024	96.58%	122.94
1011	96.44%	197.86
996	95.58%	158.15
1020	96.47%	115.94
1000	94.50%	240.7
1044	95.31%	77.89
1089	94.67%	151.97
1056	96.21%	114.75
1004	95.62%	116.92
1017	95.67%	117.91
1111	95.59%	75.48
1079	95.55%	116.25
1174	95.32%	75.13
1153	95.66%	73.52
1170	95.98%	108.43
1178	95.67%	74.82
1079	95.83%	76.23
1157	96.80%	145.89
1018	95.38%	156.07
1163	95.70%	77.07
1165	96.31%	106.83
1183	96.62%	144.06
1154	96.10%	111
1139	96.14%	110.64
1140	95.18%	75.96
1179	95.17%	214.37
1115	94.35%	111.88
1095	96.44%	114.03
1185	95.11%	141.82
1200	95.50%	177.21
1218	96.47%	142.38
1247	95.11%	73.24
1190	95.21%	106.87
1262	95.64%	76.01
1277	95.93%	104.13
1311	96.80%	105.38
1263	96.28%	72.91
1252	95.53%	170.19
1272	95.36%	140.27
1255	95.54%	174
1115	95.16%	112.53
1199	94.83%	109.02
1185	95.78%	108.72
1203	94.85%	173.02
1246	95.18%	171.79
1195	96.07%	75.68
1171	95.22%	107.9
1251	96.32%	139.49
1238	95.56%	72.57
1214	95.47%	138.63
1229	95.61%	139.6
1194	95.81%	109.15
1232	96.35%	140.58
1303	95.93%	140.24
1290	95.66%	136.71
1256	94.90%	104.74
1212	96.04%	74.23
1237	95.80%	140.64
1275	96.78%	135.34
1221	95.82%	106.99
1240	95.40%	187.86
1221	96.48%	75.52
1270	95.59%	108.33
1268	96.21%	106.8
1245	96.06%	237.29
1295	95.52%	134.9
1270	96.30%	104.12
1273	95.68%	139.45
1230	94.55%	109.21
1231	94.80%	105.96
1267	95.90%	3262.63
1303	95.86%	138.03
1310	96.11%	75.98
1325	95.09%	107.59
1291	95.27%	135.21
1265	95.34%	106.6
1223	95.91%	171.99
1198	95.24%	74.69
1287	95.10%	109.41
1320	94.92%	103.01
1185	96.29%	143.18
1223	94.93%	108.02
1221	95.50%	110.44
1208	96.27%	108.24
1291	96.13%	168.42
1229	95.04%	141.45
1274	96.31%	107.97
1311	95.35%	107.33
1310	94.96%	138.82
1333	95.57%	194.95
1318	95.68%	74.3
1277	96.32%	103.34
1298	96.38%	79.63
1330	95.79%	104.48
1304	94.94%	105.06
1326	96.61%	134.22
1210	95.45%	109.65
1228	96.74%	74.75
1160	95.95%	177.7
1192	96.22%	106.85
1152	95.75%	142.45
1216	94.49%	140.19
1278	95.54%	167.53
1247	96.23%	139.27
1305	95.17%	106.83
1283	95.48%	171.15
1291	96.44%	107.73
1196	96.49%	174.54
1162	97.16%	74.92
1232	96.02%	74.72
1250	95.44%	139.39
1122	95.99%	146.99
1238	95.56%	142.67
1210	95.37%	72.72
1219	95.32%	109.6
1283	94.70%	76.2
1168	94.78%	75.03
1256	94.75%	105.33
1282	96.26%	137.72
1209	96.11%	75.6
1240	96.05%	141.01
1171	96.16%	214.18
1197	95.57%	109.75
1204	96.26%	175.14
1189	95.54%	178.45
1200	96.08%	107.76
1165	95.71%	73.56
1182	94.92%	178.57
1157	95.94%	110.67
1160	96.47%	108.63
1108	96.39%	14662.05
1149	96.43%	145.99
1167	95.63%	144.96
1234	95.79%	108.2
1177	93.88%	140.83
1149	95.47%	177.42
1148	95.82%	142.87
1151	95.83%	113.47
1153	94.10%	111.85
1161	94.66%	112.04
1167	95.37%	150.79
1122	95.54%	116.77
1183	94.34%	114
1139	94.82%	147.24
1074	95.25%	152.16
1086	95.49%	77.28
1049	95.33%	194.5
1068	95.41%	152.8
1028	93.97%	235.05
1056	95.74%	115.07
981	95.21%	156.25
1031	94.96%	77.33
1023	95.41%	117
1042	95.87%	79.07
1036	94.98%	153.93
1061	96.42%	78.7
1023	95.99%	116.87
1033	96.13%	229.65
1010	95.74%	116.14
1049	95.90%	153.32
1086	94.84%	185.38
1014	96.75%	195.6
1064	96.24%	160.78
1048	94.94%	154.23
1013	96.15%	273.58
1044	94.44%	230.92
1089	93.94%	75.41
1129	96.55%	147.44
1110	95.95%	113.31
1061	95.48%	154.92
1072	94.87%	274.23
1129	96.10%	78.06
1118	94.72%	149.63
1072	95.24%	112.94
1059	94.90%	78.96
1013	96.25%	115.37
1047	94.65%	192.85
1009	95.94%	153.36
1083	95.94%	191.2
1098	94.90%	75.33
1074	94.79%	112.19
1042	96.55%	116
1072	96.36%	115.96
1061	94.16%	153.2
1034	94.87%	75.25
1011	95.15%	116.67
1068	95.60%	119.27
1054	95.07%	190.32
1018	93.71%	119.42
1034	96.42%	77.32
1033	95.64%	7896.72
1007	95.53%	121.99
1066	96.25%	78.8
1021	95.49%	78.49
1076	96.93%	152.95
976	96.21%	160.46
1076	96.10%	76.35
1059	96.41%	114.71
1098	94.54%	82.46
1128	96.63%	112.15
1070	96.26%	150.91
1107	93.95%	114.61
1131	96.29%	148.57
1145	95.20%	77.13
1048	96.66%	77.19
1123	95.90%	111.87
1070	96.17%	77.21
1038	95.47%	116.83
1056	95.08%	118.44
1133	95.59%	181.12
996	96.29%	157.72
1053	95.63%	116.46
1083	95.29%	150.29
1023	95.89%	197.25
1022	96.67%	114.52
1100	94.91%	111.97
975	96.10%	119.76
1066	97%	158.2
1103	95.29%	72.62
1034	95.26%	191.29
1051	94.86%	116.05
1035	96.14%	153.53
1045	94.55%	117.47
1069	95.51%	114.81
1033	95.64%	151.78
1018	96.27%	114.3
987	96.35%	155.55
1115	95.96%	183.01
1025	96.39%	191.4
991	96.17%	113.79
1012	95.95%	74.47
1059	95.47%	114.05
1039	96.15%	117.92
1053	95.92%	76.32
1111	95.77%	76.15
1064	95.68%	151.13
1009	94.25%	113.24
1037	95.76%	79.78
1033	95.74%	154.89
1092	94.51%	150.05
1131	95.49%	76.24
1059	96.32%	111.74
1038	96.05%	118.44
988	95.24%	158.41
1017	97.15%	73.7
1022	96.67%	75.06
1031	96.90%	74.68
1019	95.19%	73.99
975	95.08%	240.91
1006	96.52%	156.16
991	94.65%	76.76
1069	95.51%	112.91
1028	95.53%	154.82
1058	94.14%	112.94
1014	95.17%	78.5
1031	94.47%	115.98
1047	96.08%	117
1114	96.14%	75.79
1043	95.49%	76.58
992	96.37%	119.05
980	95.51%	76.5
1023	96.09%	74.76
1075	95.07%	184.95
1047	95.89%	116.08
1108	96.39%	111.46
1216	96.05%	211.48
1047	96.08%	111.87
1087	95.49%	150.06
1105	94.66%	116.01
1024	94.34%	114.2
1120	95.63%	112.79
1112	96.49%	113.28
1090	94.77%	150.2
993	96.27%	196.09
1186	97.13%	109.15
1088	96.60%	74.96
1131	95.31%	181.21
1185	96.20%	76.98
1133	95.06%	185.71
1230	95.93%	138.82
1198	93.99%	76.64
1162	95.44%	71.89
1263	96.20%	138.73
1264	94.07%	75.24
1197	96.32%	141.43
1243	96.14%	139.31
1206	95.77%	75.24
1248	95.67%	141.83
1235	94.98%	106.16
1184	95.52%	74.98
1193	95.39%	106.61
1247	95.59%	74.69
1280	94.84%	137.86
1277	95.85%	136.49
1294	94.98%	198.84
1317	94.91%	135.54
1245	95.02%	202.59
1233	96.67%	72.92
1216	95.15%	107.1
1279	95.62%	105.63
1280	94.77%	104.66
1267	94.55%	105.34
1262	95.80%	137.22
1286	95.57%	103.81
1347	95.40%	132.8
1314	94.90%	134.6
1306	95.41%	164.85
1369	95.40%	130.91
1209	96.36%	106.91
1303	95.32%	164.36
1360	95.37%	3044.15
1314	95.36%	103.21
1340	94.48%	163.75
1365	95.16%	136.04
1310	94.58%	107.46
1254	96.57%	108.09
1336	95.88%	133.71
1280	95.55%	73.38
1316	95.67%	70.4
1303	95.40%	103.99
1253	96.33%	135.35
1456	97.25%	100.51
1331	95.94%	132.49
1372	95.26%	160.95
1340	96.49%	164.99
1395	96.70%	103.16
1314	96.04%	75.05
1296	95.68%	103.46
1364	96.26%	99.52
1361	94.56%	104.17
1340	95.15%	77.57
1388	95.75%	80.69
1311	95.50%	166.31
1389	95.25%	74.49
1341	95.75%	135.85
1372	95.55%	104.78
1361	95.52%	105.34
1310	95.88%	162.53
1386	95.96%	102.56
1368	94.66%	103.51
1349	96.81%	103.77
1373	94.97%	105.35
1406	95.87%	130.8
1344	95.46%	164.31
1384	95.52%	75.85
1329	95.03%	105.47
1345	95.02%	135.39
1326	96%	74.22
1372	95.70%	132.88
1293	95.67%	103.84
1309	96.33%	76.3
1268	94.16%	138.21
1348	94.44%	106.2
1303	95.01%	136.26
1340	94.85%	76.67
1299	96.15%	103.64
1311	95.27%	103.91
1256	94.59%	135.47
1322	95.54%	72.98
1317	95.37%	105.12
1309	95.34%	103.2
1351	94.97%	99.91
1394	95.19%	75.42
1306	95.10%	73.4
1290	94.81%	75.97
1320	95.23%	105.64
1289	94.72%	106.4
1293	94.35%	170.17
1298	96.07%	199.08
1298	95.22%	134.96
1238	96.37%	6602.29
1258	94.67%	107.07
1222	96.07%	108.88
1306	94.56%	137.42
1301	94.39%	229.05
1356	94.25%	107.69
1313	95.05%	106.11
1261	96.51%	105.75
1235	96.19%	108.65
1276	96.79%	136.29
1306	94.10%	105.73
1333	95.05%	163.51
1299	95.54%	106.39
1332	95.87%	73.23
1345	95.84%	75.35
1386	95.38%	129.74
1379	95.72%	161.06
1307	96.17%	134.96
1306	95.94%	104.55
1408	94.96%	215.67
1378	95.07%	160.04
1344	95.24%	134.22
1326	96.46%	136.87
1311	95.73%	195.97
1356	96.39%	133.76
1369	96.64%	133.73
1309	95.57%	105.65
1381	96.02%	100.47
1351	96.52%	101.79
1311	96.34%	132.95
1327	95.40%	73.96
1388	96.04%	72.04
1328	94.95%	133.12
1328	95.78%	103.54
1352	96.23%	74.84
1404	95.58%	101.98
1366	96.12%	101.83
1375	95.05%	133.12
1382	96.02%	71.37
1347	96.14%	162.24
1427	96.15%	162.71
1386	95.67%	162.61
1384	96.24%	103.04
1358	95.07%	131.65
1325	96.15%	133.81
1389	96.47%	130.98
1371	95.55%	101.41
1381	95.58%	100.87
1360	94.93%	134.29
1328	95.41%	134.17
1342	95.23%	74.26
1341	95.97%	106.68
1246	95.75%	209.91
1343	95.90%	162.69
1318	95.75%	74.54
1271	94.81%	196.72
1272	95.60%	141.88
1356	96.39%	163.08
1254	96.01%	135.01
1312	95.27%	137.04
1369	95.18%	3023.79
1243	95.74%	107.57
1335	95.28%	102.46
1365	95.09%	133.03
1310	95.27%	226.1
1312	96.65%	193.93
1402	95.36%	159.53
1421	95.64%	129.18
1363	95.74%	160.97
1426	96.28%	74.18
1333	95.42%	133.72
1376	95.13%	132.94
1407	95.02%	106.96
1364	95.89%	74.71
1381	94.13%	161.27
1390	95.97%	72.41
1413	94.76%	129.4
1318	96.36%	192.59
1384	94.29%	102.22
1413	95.61%	158.47
1347	97.03%	72.7
1390	95.32%	159.87
1345	95.91%	102.93
1449	94.62%	99.99
1345	96.51%	134.13
1288	95.81%	136.47
1449	95.58%	128.87
1398	95.14%	131.03
1361	96.25%	133.52
1303	96.62%	103
1270	95.98%	70.87
1483	94.88%	74
1342	95.98%	133.19
1273	96.31%	109.06
1341	97.54%	102.5
1283	95.95%	135.95
1298	96.22%	74.41
1344	96.80%	102.8
1349	95.70%	99.88
1332	95.80%	101.6
1335	97.23%	102.26
1426	96.56%	243.26
1284	96.03%	136.59
1349	96.15%	74.38
1333	95.72%	167.51
1338	96.41%	133.06
1329	95.41%	192.97
1305	95.86%	105.45
1305	94.64%	167.01
1383	96.96%	72.17
1304	96.32%	135.13
1346	96.21%	165.44
1315	95.13%	106.51
1300	96.92%	166.39
1381	95.44%	131.61
1290	95.81%	136.47
1215	95.31%	76.07
1294	94.98%	137.19
1371	95.48%	73.49
1232	96.02%	138.89
1186	95.87%	75.11
1259	97.22%	78.75
1261	95.88%	106.28
1297	95.76%	168.33
1282	96.57%	75.24
1323	95.69%	106.29
1300	96.31%	104.61
1238	94.83%	140.51
1275	96.71%	107.05
1248	95.19%	168.69
1367	95.68%	106.47
1293	96.13%	134.02
1310	96.26%	104.06
1383	96.38%	164.8
1355	95.13%	135.11
1410	95.96%	73.93
1339	95.74%	133.79
1345	95.54%	193.72
1306	97.47%	76.53
1338	96.04%	103.62
1316	95.21%	197.18
1310	94.96%	199.85
1374	95.27%	107.33
1271	96.22%	137
1205	96.35%	148.21
1292	96.59%	140.84
1324	95.77%	106.52
1236	96.12%	141.15
1217	96.55%	77.39
1292	95.20%	198.12
1281	95.32%	73.73
1323	96.30%	103.65
1246	95.75%	137.55
1249	95.60%	169.47
1270	96.22%	105.79
1216	95.64%	204.58
1367	95.03%	107.29
1312	95.88%	101.66
1328	95.41%	134.41
1318	95.75%	135.19
1290	95.58%	72.79
1305	96.09%	135.29
1248	95.83%	138.44
1287	95.34%	109.43
1315	95.51%	136.58
1381	95.44%	160.76
1230	96.18%	105.8
1329	96.09%	74.15
1351	94.67%	131.61
1237	96.28%	107.6
1326	97.13%	133.52
1239	96.45%	73.88
1239	94.67%	171.76
1184	95.44%	174.12
1206	95.02%	70.05
1244	95.82%	73.65
1232	96.10%	237.54
1183	96.03%	142.37
1165	96.05%	78.45
1203	94.93%	77.28
1087	95.58%	75.72
1204	95.60%	177.59
1074	95.44%	191.45
1198	95.99%	114.24
1182	96.70%	108.82
1188	96.21%	145.93
1173	94.97%	195.68
1222	96.15%	161.77
1198	94.82%	144.1
1160	94.91%	76.85
1171	95.22%	116.16
1176	95.24%	111.2
1162	95.78%	109.68
1118	96.06%	75.8
1135	95.59%	73.37
1123	96.79%	109.25
1151	96.35%	75.91
1070	96.07%	76.71
1064	95.39%	149.54
1145	96.07%	285.51
1159	96.38%	108.99
1129	96.19%	112.3
1119	96.07%	110.87
1047	95.42%	152.98
1095	95.98%	223.26
1008	95.04%	155.82
999	95.50%	117.28
1056	94.13%	117.12
994	96.48%	119.31
985	94.92%	122.05
1007	96.23%	117.62
1080	96.20%	186.98
1028	95.91%	78.49
1015	95.47%	118.91
996	96.29%	80.54
1016	95.47%	155.99
1074	95.90%	76.02
1094	95.89%	76.8
1130	96.19%	147.7
1024	96%	114.3
984	96.85%	199.74
1036	96.81%	77.29
1033	95.93%	310.21
1054	96.49%	118.72
992	94.35%	200.61
1001	95.40%	76.34
1007	95.73%	76.54
985	96.14%	78.21
982	95.62%	77.26
988	95.55%	77.23
1006	95.63%	118.1
962	95.32%	120.77
982	96.33%	117.14
947	96.30%	119.82
962	96.15%	78.38
995	96.08%	118.27
1006	95.53%	155.59
955	94.76%	164.43
982	95.93%	116.85
1048	95.42%	152.81
1139	95.61%	3624.22
983	95.32%	79.95
1038	94.70%	77.63
968	95.97%	79.4
970	94.43%	161.08
985	95.84%	199.8
953	96.33%	75.45
963	96.16%	122.97
967	95.97%	121.11
1011	97.43%	235.66
941	96.92%	208.08
963	95.64%	78.71
957	95.72%	122.45
997	95.39%	166.3
950	96.53%	158.35
955	94.14%	203.91
967	96.38%	159.55
985	95.33%	239.48
1008	95.63%	119.87
982	96.84%	78.22
964	95.44%	121.91
1002	96.51%	157.15
960	95.42%	164.59
1003	95.61%	116.13
999	95.30%	77.98
963	94.50%	75.02
966	96.38%	158.94
961	95.63%	79.58
926	96.65%	74.97
980	95.61%	202.26
878	96.24%	125.13
945	95.24%	162.82
897	95.99%	80.35
1011	96.04%	116.29
989	95.96%	117.98
966	95.86%	123.78
924	95.45%	79.26
977	95.09%	119.46
933	95.93%	164.36
922	96.96%	121.68
903	97.12%	171.17
939	95.63%	78.89
932	96.57%	79.99
840	96.19%	127.81
946	95.35%	78.48
880	97.16%	127.37
859	96.51%	84.49
862	96.87%	126.93
901	96.78%	166
838	94.63%	78.77
819	96.21%	131.15
879	96.13%	169.44
815	96.69%	178.63
815	97.18%	128.89
824	96.24%	127.57
801	97%	77.69
849	95.88%	174.92
861	94.89%	172.11
829	95.42%	78.7
821	96.47%	132.7
783	96.68%	5241.69
806	96.03%	133.4
792	95.33%	79.09
794	95.09%	134.36
857	96.15%	77.12
825	96.61%	127.4
763	96.20%	240.23
843	95.61%	132.8
761	95.80%	135.77
798	94.49%	185.91
812	95.57%	185.41
772	95.85%	130.43
752	96.01%	80.82
787	96.32%	84.98
767	95.83%	82.5
797	95.73%	185.12
745	95.30%	83.05
731	93.71%	86.46
654	96.79%	143.51
750	96.53%	134.59
779	94.87%	77.5
719	94.85%	136.82
729	95.61%	194.54
742	96.09%	244.4
721	94.73%	193.14
706	97.03%	195.94
747	95.85%	84.48
681	95.74%	143.93
637	95.60%	150.13
744	95.43%	83.54
706	98.44%	137.85
663	96.98%	81.81
631	96.35%	82.12
675	95.11%	211.04
627	94.74%	217.52
649	96.15%	208.04
725	96%	138.3
707	94.77%	190.83
703	95.73%	200.28
679	96.02%	82.65
651	95.85%	91.88
673	95.54%	208.26
661	96.07%	84.71
698	95.85%	81.14
761	95.27%	84.75
664	95.48%	144.93
607	96.05%	215.77
637	95.45%	145.8
571	95.62%	149.6
626	95.69%	80.63
616	96.43%	85.99
610	94.92%	88.57
607	95.88%	84.79
602	95.51%	151.5
603	94.69%	216.79
580	96.21%	85.76
604	94.87%	153.67
579	95.51%	158.05
542	95.39%	86.22
555	95.86%	230.05
559	96.42%	7316.4
548	95.80%	86.22
567	95.59%	158.35
529	95.09%	84.78
563	95.74%	160.29
508	96.65%	85.96
540	95.74%	82.51
533	96.06%	160.4
600	96.50%	220.56
561	96.79%	87.7
498	94.78%	329.76
506	92.89%	170.31
459	96.95%	172.61
549	95.81%	232.16
560	95.71%	86.52
537	96.65%	87.76
525	94.86%	159.73
544	95.22%	267.95
443	96.16%	174.49
480	95.21%	86.51
469	95.31%	170.48
468	97.01%	84.88
460	94.78%	305.84
458	96.94%	90.85
423	94.56%	318.29
424	96.23%	83.9
477	96.02%	376.37
392	97.19%	184.76
436	94.95%	180.04
395	95.19%	91.44
425	96.47%	84.23
445	93.03%	83.81
403	95.04%	392.95
394	94.92%	100.69
388	95.10%	92.58
444	96.17%	92.58
403	96.03%	187.54
417	97.84%	84.18
372	96.24%	94.84
376	96.28%	93.76
379	96.83%	196.69
384	94.79%	91.78
382	97.38%	301.15
342	95.61%	87.26
399	96.99%	196.25
371	95.96%	98.79
335	95.82%	93.76
310	96.45%	92.6
382	97.12%	193.33
334	96.71%	95.68
318	95.91%	215.9
384	95.31%	196.52
307	96.74%	88.91
329	96.35%	85.23
364	96.43%	93.07
311	96.46%	88.01
331	95.17%	210.02
282	95.04%	92.63
337	93.18%	86.73
333	96.70%	205.2
315	95.24%	87.08
301	94.02%	232.43
293	97.27%	88.11
337	94.96%	208.3
322	96.27%	211.95
276	96.38%	381.93
262	95.80%	241.83
286	98.60%	95.63
282	97.87%	230.28
281	97.51%	243.81
272	98.53%	98.47
291	96.91%	223.88
292	96.23%	91.04
296	92.91%	87.14
294	96.94%	87.83
282	94.33%	228.82
258	96.90%	247.95
269	97.03%	99.83
271	97.42%	236.72
268	95.90%	236.8
263	94.68%	86.68
273	96.34%	87.52
209	96.17%	85.28
232	92.67%	97.75
248	94.35%	87.41
265	94.72%	87.47
230	93.91%	86.46
231	92.64%	93.55
240	96.25%	94.21
229	95.63%	95.27
218	96.79%	87.17
217	94.93%	90.07
238	94.96%	260.94
194	94.33%	89.46
170	95.88%	95.14
180	95%	90.73
170	96.47%	96.93
174	95.40%	326.33
148	98.65%	90.6
167	95.21%	87.75
147	96.60%	364.37
168	92.26%	327.67
165	95.76%	88.99
152	94.08%	100.07
161	95.03%	86.26
148	96.62%	88.86
163	93.25%	337.56
162	96.91%	334.74
135	95.56%	91.97
180	95.56%	309.59
163	97.55%	90.94
156	96.15%	345.55
153	98.69%	94.01
167	92.81%	332.11
131	93.89%	98.97
134	94.03%	691.82
152	93.42%	99.63
103	94.17%	85.89
132	96.21%	100.02
115	95.65%	92.35
102	94.12%	92.47
151	93.38%	356.42
132	93.18%	398.59
121	95.04%	427.46
128	94.53%	87.19
118	96.61%	108.54
150	96%	87.62
129	96.12%	103.14
134	96.27%	97.25
106	96.23%	100.92
114	96.49%	96.19
114	99.12%	89.27
111	90.09%	90.83
95	97.89%	91.31
124	94.35%	91.27
104	100%	95.69
103	94.17%	104.5
94	96.81%	90.84
114	95.61%	93.04
123	95.12%	92.75
122	96.72%	94.83
125	96%	98.38
89	95.51%	92.44
107	97.20%	96.9
108	93.52%	96.92
111	97.30%	454.72
109	98.17%	458.94
83	96.39%	106.99
118	93.22%	441.47
105	91.43%	109.22
94	90.43%	104.73
102	96.08%	106.48
114	94.74%	443.82
108	96.30%	90.13
76	97.37%	91.76
103	94.17%	96.07
104	94.23%	91.26
94	95.74%	515.95
117	95.73%	94.31
89	98.88%	128.18
98	90.82%	95.99
121	96.69%	105.52
103	97.09%	495.15
106	94.34%	97.03
88	94.32%	92.09
89	94.38%	100.99
88	95.45%	95.42
89	96.63%	102.94
81	92.59%	601.2
78	93.59%	123.67
94	93.62%	95.4
86	95.35%	92.57
94	97.87%	107.9
83	98.80%	96.66
84	95.24%	595.04
74	93.24%	650.35
89	96.63%	95.57
70	94.29%	96.66
85	98.82%	94.45
99	95.96%	109.22
65	95.38%	96.77
61	96.72%	754.77
114	97.37%	94.61
95	95.79%	96.06
103	95.15%	482.82
109	98.17%	115.87
109	97.25%	94.26
99	94.95%	94.03
123	95.12%	423.9
118	98.31%	100.83
109	98.17%	100.4
108	96.30%	126.04
85	98.82%	122.61
115	96.52%	99.38
86	97.67%	98.98
93	100%	528.34
101	99.01%	100.01
77	100%	93.23
77	100%	99.47
90	96.67%	96.72
91	95.60%	537.59
92	96.74%	110.01
103	94.17%	109.03
96	98.96%	106.81
76	96.05%	624.18
99	93.94%	102.96
81	95.06%	109.59
85	95.29%	573.74
53	98.11%	147.17
81	98.77%	609.06
87	97.70%	122.67
102	96.08%	124.16
79	92.41%	98.87
60	91.67%	102.88
55	92.73%	99.82
54	98.15%	98.85
76	98.68%	101
44	97.73%	100.75
88	98.86%	107.38
66	98.48%	726.83
67	94.03%	107.57
58	96.55%	102.93
53	96.23%	100.68
60	96.67%	102.48
64	98.44%	109.52
74	97.30%	107.26
67	95.52%	109.16
73	97.26%	100.42
73	97.26%	97.71
75	100%	106.44
67	98.51%	95.87
35	91.43%	98.29
40	95%	116.18
52	86.54%	131.06
58	94.83%	131.17
50	98%	93.52
63	100%	100.87
69	95.65%	96.64
69	100%	98.48
65	92.31%	99.58
40	95%	99.78
72	98.61%	101.9
41	95.12%	90.61
53	98.11%	100.62
42	97.62%	111.31
51	98.04%	883.31
46	100%	108.5
53	96.23%	110.21
53	100%	98.38
50	98%	110.76
47	95.74%	100.87
76	96.05%	111.36
61	95.08%	101.18
61	98.36%	394.61
64	95.31%	95.77
75	97.33%	107.4
53	96.23%	112.53
44	97.73%	104.52
47	93.62%	117.68
47	95.74%	95.06
48	100%	120.63
43	93.02%	124.74
52	98.08%	119.38
32	93.75%	102.22
34	97.06%	102.38
24	91.67%	91.08
37	100%	93.24
51	98.04%	98.41
38	100%	97.55
36	97.22%	97.97
30	90%	115.33
46	97.83%	100.89
45	100%	94.07
38	89.47%	102.18
33	93.94%	91.09
37	94.59%	103.57
24	83.33%	171.79
24	95.83%	93.88
43	93.02%	95.09
29	96.55%	127.76
50	98%	96.86
33	100%	104.15
45	97.78%	98.11
24	100%	114.08
27	100%	100.52
39	97.44%	102.62
33	96.97%	105.39
33	96.97%	104.03
20	95%	94.1
32	96.88%	95.19
33	93.94%	98.36
37	94.59%	94.46
32	96.88%	95.84
36	91.67%	100.78
40	95%	139.85
38	94.74%	174.89
29	96.55%	104.41
28	100%	98
26	96.15%	102.69
41	92.68%	105.85
21	95.24%	97.67
13	100%	96.62
38	94.74%	110.34
24	87.50%	101.13
51	94.12%	103.02
35	100%	140.46
36	97.22%	99.78
38	97.37%	1184
43	100%	98
33	93.94%	97.88
34	100%	96.47
41	95.12%	94.9
38	94.74%	107.03
33	100%	126.48
21	95.24%	111.24
20	100%	94.4
28	92.86%	113.54
20	95%	120.9
20	100%	108.8
35	91.43%	95.26
35	97.14%	109.06
19	94.74%	90.89
25	96%	98.12
21	85.71%	85.95
34	97.06%	93.21
24	91.67%	99.17
25	100%	99.8
21	100%	105.24
14	92.86%	89.21
14	100%	87.64
41	100%	94.85
31	87.10%	96.26
27	92.59%	99.07
25	96%	95.2
28	100%	100.79
30	86.67%	97.03
20	95%	97.5
20	85%	101
37	97.30%	109.51
30	100%	99.5
31	100%	112.39
25	92%	98.64
20	100%	99.7
16	87.50%	109.81
22	100%	98.09
25	100%	1697.12
24	91.67%	93.46
24	100%	96.54
14	100%	102.07
19	100%	95.47
29	100%	116.28
20	100%	89.9
21	90.48%	102.14
34	97.06%	114.29
10	100%	149.8
9	88.89%	101.89
20	100%	123.5
18	100%	133.11
20	100%	108.9
26	100%	115.92
14	100%	100
19	100%	105.16
19	94.74%	106.47
26	96.15%	103.5
14	85.71%	132.71
20	100%	113.1
21	100%	130.19
23	91.30%	1871.39
10	90%	152.1
21	90.48%	115.38
21	100%	106.48
23	95.65%	96.91
37	89.19%	108.14
31	100%	103.87
25	100%	102.24
30	100%	98.33
18	94.44%	102.17
23	100%	96.87
27	96.30%	111.78
12	100%	88.75
16	100%	97
14	100%	88.57
27	100%	101.33
14	100%	93.93
13	92.31%	97.15
18	94.44%	94.17
16	100%	109.31
17	94.12%	99.41
14	100%	103
21	100%	103.24
13	100%	100.85
7	100%	101.43
7	100%	78
12	91.67%	98.5
15	100%	96.2
10	100%	64.9
22	90.91%	92.82
30	93.33%	102.1
28	100%	127.29
29	100%	99.31
