volumn	rate	time
1293	96.52%	165.58
1284	95.72%	79.18
1241	96.21%	110.46
1213	96.04%	108.77
1268	95.66%	75.17
1257	95.31%	139.51
1265	95.57%	9658.42
1264	95.49%	111.89
1327	96.76%	197.8
1254	95.37%	105.38
1317	95.06%	134.91
1245	95.58%	205.5
1293	94.59%	106.76
1262	94.85%	138.55
1274	94.11%	171.27
1228	95.36%	107.81
1243	95.17%	108.47
1312	96.57%	137
1276	95.30%	140.49
1185	94.77%	144.21
1215	95.31%	109.02
1279	94.45%	198.54
1250	94.48%	108.51
1280	94.77%	199.23
1294	95.90%	109.99
1197	95.49%	107.76
1251	95.04%	203.08
1322	94.86%	135.25
1221	95.17%	77.77
1263	95.09%	76.05
1243	96.06%	110.38
1279	96.09%	139.59
1242	95.65%	137.56
1287	94.72%	77.24
1295	94.90%	75.03
1281	96.33%	108.02
1242	95.25%	109.43
1329	97.52%	167.43
1244	95.58%	75.35
1320	95.53%	193.47
1179	94.57%	146.99
1251	96.32%	77.77
1209	95.53%	276.9
1224	95.51%	107.83
1116	95.79%	149.08
1203	95.43%	109.04
1298	94.99%	166.25
1285	95.25%	75.18
1314	95.13%	77.4
1285	95.41%	73.27
1220	95.82%	73.83
1216	94.74%	106.96
1188	95.54%	76.5
1166	94%	76.84
1132	95.67%	148.07
1154	95.41%	107.08
1249	95.44%	169.22
1191	95.97%	73.46
1222	94.60%	73.22
1197	95.07%	72.88
1152	96.61%	111.33
1219	97.21%	142.9
1178	96.10%	113.32
1219	95.08%	175.22
1226	96.25%	141.89
1196	96.07%	108.15
1207	95.69%	3425.75
1215	95.80%	78.54
1209	95.62%	78.23
1086	95.30%	113.87
1120	94.82%	112.86
1146	95.81%	111.9
1064	95.39%	113.06
1099	94.72%	113.03
1083	96.12%	114.16
1164	95.45%	147.63
1159	95.77%	181.77
1064	94.64%	116.57
1079	95.83%	74.11
1117	96.33%	149.45
1114	94.61%	110.36
1088	96.88%	151.35
1069	95.60%	228.99
1144	95.54%	114.77
1184	93.58%	216.99
1167	95.54%	112.85
1145	96.33%	147.35
1142	95.88%	112.73
1123	95.90%	188.43
1154	95.06%	183.12
1060	95.38%	76.04
1079	95.74%	152.27
975	96.92%	119
1031	95.44%	114.82
1082	94.45%	187.95
1096	94.89%	113.27
1102	97.10%	151.01
1070	96.26%	116.43
1037	95.08%	192.9
1065	96.43%	116.12
1033	94.97%	311.81
1046	95.41%	268.22
1104	96.01%	148.51
1032	97.19%	113.51
969	95.87%	156.72
1066	96.44%	113.37
1063	96.61%	114.29
1065	97.09%	76.6
1090	96.42%	73.83
1106	94.48%	109.58
1085	96.41%	113.73
1126	96%	117.1
1031	95.05%	155.39
1036	95.46%	153.81
1072	96.18%	150.42
1060	95.75%	116.45
1023	94.92%	159.93
1115	94.98%	75.67
1095	95.71%	114.9
1065	95.77%	151.21
1062	97.08%	115.16
1070	94.49%	151.29
1062	95.95%	76.9
1079	95.92%	115.73
1116	95.97%	185.24
1070	95.14%	116.64
988	95.85%	80.18
1059	95.47%	116.94
1049	96.57%	156.29
1040	96.54%	115.96
1034	95.45%	76.77
1060	94.91%	152.06
1006	95.63%	117.48
992	97.08%	79.27
1071	96.45%	112.28
1063	96.14%	191.74
1040	95.10%	118.01
992	96.37%	84.35
1053	96.39%	119.93
1055	95.07%	76.79
1093	94.42%	113.69
1033	94.97%	123.67
1115	96.32%	114.21
1140	95.35%	111.48
1085	95.39%	76.16
1132	96.73%	112.44
1029	97.18%	78.66
1109	94.77%	183.79
1145	94.59%	76.79
1112	95.86%	114.26
1116	95.52%	77.31
1023	96.58%	74.38
1061	95.76%	121.96
1097	96.17%	190.11
1028	96.11%	117.24
1036	96.04%	77.22
1043	94.92%	115.95
1023	96.68%	80.83
1056	95.17%	78.63
1053	95.73%	149.4
1080	93.80%	113.87
1018	95.28%	116.78
1092	94.78%	111.57
1067	95.88%	113.96
1077	96.10%	77.83
1064	96.15%	150.41
952	96.43%	74.1
1044	95.59%	114.22
971	95.78%	77.4
974	94.87%	116.37
990	96.06%	75.56
1027	94.06%	78.27
1022	94.81%	153.13
1060	95.09%	111.64
957	94.88%	162.71
1055	95.55%	75.43
1042	95.20%	118.35
1074	95.07%	120.78
1007	95.13%	78.36
1034	95.07%	154.2
1068	95.88%	80.57
1040	95.48%	113.85
969	95.98%	204.43
960	95.10%	158.74
927	96.01%	207.03
1024	94.63%	155.15
959	95.62%	4290.51
957	95.19%	77.99
1097	95.26%	117.47
1052	94.11%	154.64
965	96.27%	80.17
980	94.29%	117.36
1062	94.26%	153.04
1019	95%	119.26
1001	95.40%	85.72
984	94.72%	122.51
1080	95.93%	153.49
1080	96.02%	112.28
1110	94.59%	147.49
1129	95.48%	77.48
1029	96.50%	114.99
1043	96.16%	229.85
1115	96.86%	76.92
1031	95.93%	114.56
1078	95.64%	113.49
1017	94.99%	113.65
1060	94.06%	151.05
1069	94.39%	75.45
1126	96.18%	149.38
1103	96.10%	111.88
1111	95.95%	73.33
1078	94.62%	221.96
1177	95.33%	143.61
1027	95.23%	74.66
1096	94.16%	111.05
1131	94.96%	111.92
1132	95.76%	109.18
1164	95.53%	78.77
1127	96.54%	111.11
1185	95.78%	77.23
1117	94.90%	74.32
1140	96.14%	248.85
1168	94.69%	111.88
1274	95.37%	107.35
1187	97.05%	111.83
1213	95.47%	74.78
1175	95.15%	142.9
1280	95.47%	106.96
1179	96.18%	74.22
1204	95.02%	108.26
1230	95.53%	78.01
1262	95.48%	139.48
1327	96.31%	109.49
1283	95.87%	76.94
1304	96.32%	106.94
1203	95.34%	107.24
1277	94.21%	104.45
1260	96.19%	73.37
1243	95.66%	171.58
1296	95.68%	197.95
1252	96.01%	75.1
1202	94.34%	140.61
1242	95.01%	106.95
1208	94.70%	173.27
1196	94.65%	173.07
1286	94.56%	136.37
1273	96.07%	76.24
1210	95.70%	142.24
1246	95.43%	74.49
1269	95.04%	77.96
1314	93.99%	108.09
1343	96.13%	102.27
1288	94.57%	105.46
1231	95.78%	75.23
1279	94.92%	135.06
1232	94.81%	170.59
1247	95.35%	135.68
1320	95.53%	132.17
1334	95.05%	104.33
1299	95.23%	104.55
1248	95.59%	73.9
1284	94.55%	73.62
1276	95.45%	291.69
1257	94.35%	106.82
1305	94.64%	226.27
1313	95.66%	135.84
1266	95.66%	136.1
1343	94.34%	102.94
1223	94.85%	107.39
1234	95.22%	104.3
1370	94.96%	162.19
1303	94.47%	105.06
1243	95.01%	72.9
1302	96.70%	103.25
1370	95.04%	131
1224	94.85%	72.91
1301	94.85%	135.58
1303	95.40%	135.41
1254	96.25%	137.09
1239	95.72%	141.73
1195	95.23%	141.74
1221	96.56%	74.34
1279	95.07%	107.51
1260	95.95%	141.2
1289	96.20%	75.51
1173	94.97%	145.18
1302	95.85%	106.7
1205	95.35%	73.78
1185	94.26%	107.81
1302	96.47%	198.16
1203	94.60%	108.39
1205	95.68%	110.94
1258	95.31%	77.52
1272	96.38%	75.26
1274	95.29%	76.79
1344	95.09%	73.59
1283	93.92%	262.6
1281	95.24%	109.07
1264	94.78%	234.36
1312	95.12%	137.13
1314	94.29%	73.49
1227	95.84%	111.82
1226	94.37%	109
1223	94.93%	107.38
1279	94.76%	169.18
1251	96%	112.5
1221	94.35%	80.05
1217	94.82%	111.18
1152	96.18%	147.87
1259	94.76%	112.48
1279	96.56%	202.2
1240	95.89%	142.37
1155	96.45%	111.01
1298	94.38%	137.19
1354	95.35%	137.17
1301	95%	136.79
1247	95.11%	73.14
1224	95.92%	143.23
1184	95.61%	175.78
1288	95.65%	136.86
1252	95.53%	106.24
1230	94.96%	140.43
1294	96.45%	75.82
1285	93.93%	199.65
1365	95.31%	134.71
1317	96.51%	77.99
1308	96.41%	103.63
1304	94.94%	135.22
1282	95.71%	74.86
1270	96.30%	168.56
1279	95.93%	103.92
1326	95.48%	135.98
1317	95.06%	135.68
1296	95.37%	73.5
1370	93.43%	132.34
1335	94.91%	104.79
1321	95.84%	106
1423	95.08%	105.54
1287	93.55%	138.46
1306	96.17%	167.68
1322	94.86%	79.41
1235	95.22%	235.86
1334	95.73%	103.6
1295	94.13%	165.88
1201	94.92%	73.12
1318	96.13%	227.48
1265	96.05%	75.67
1227	94.70%	139.21
1252	95.61%	169.62
1212	96.78%	174.52
1331	95.27%	150.63
1290	95.19%	213.02
1281	95.78%	105.32
1311	96.19%	304.36
1344	95.76%	195.45
1304	95.71%	106.89
1350	95.93%	72.17
1370	95.47%	75.67
1324	95.54%	106.08
1299	96.69%	141.04
1301	95.70%	73.8
1326	95.25%	134.47
1282	95.24%	169.77
1261	94.85%	171.02
1255	95.22%	109.24
1293	95.05%	76.86
1298	93.91%	6301.43
1300	94.31%	111.23
1272	95.44%	143.3
1349	95.18%	78.9
1187	95.53%	108.2
1297	94.99%	103.15
1267	95.97%	201.79
1223	95.75%	140.38
1288	94.64%	112.55
1300	94.31%	76.11
1234	95.38%	111.24
1233	94%	174.46
1241	94.60%	77.36
1270	94.96%	74.33
1288	96.12%	138
1332	95.72%	104.09
1324	96.07%	166.62
1241	95.65%	106.91
1228	96.34%	206.04
1332	95.20%	75.78
1270	94.65%	167.42
1299	96.30%	104.27
1322	95.61%	168.93
1287	96.19%	76.86
1340	95.75%	103.16
1271	96.07%	137.5
1178	95.16%	73.24
1246	96.15%	75.85
1262	94.69%	108.07
1232	95.13%	106.16
1279	94.92%	72.02
1374	94.83%	193.54
1307	95.26%	165.78
1282	97.27%	104.41
1296	95.99%	136.81
1265	95.89%	76.29
1232	95.86%	138.98
1265	95.73%	105.82
1280	95.94%	76.46
1217	96.14%	140.14
1201	96.67%	206.58
1174	95.57%	110.71
1223	96.57%	109.66
1193	95.05%	109.96
1356	95.58%	137.26
1287	94.87%	106.83
1244	95.98%	203.4
1263	95.72%	169.84
1242	96.54%	107.95
1169	95.81%	110.56
1156	96.71%	147.56
1208	96.19%	143.45
1108	95.49%	146.97
1222	96.15%	77.69
1122	96.17%	182.31
1205	96.35%	108.06
1261	96.11%	206.77
1295	96.60%	109.27
1201	96.75%	110.59
1131	95.93%	182.63
1175	96.51%	10393.05
1097	97.54%	78.36
1103	96.01%	146.63
1139	95.79%	76.66
1134	96.12%	188.29
1097	96.72%	115.05
1141	95.97%	180.56
1143	95.01%	75.36
1216	95.81%	108.9
1192	96.31%	112.25
1196	95.07%	76.24
1288	97.44%	137.85
1233	95.78%	75.78
1158	96.29%	75.35
1213	95.05%	74.83
1211	96.20%	78.26
1220	94.84%	109.14
1205	96.02%	75.22
1160	96.12%	145.28
1141	93.87%	181.57
1132	96.64%	76.47
1148	96.60%	77.93
1182	96.28%	109.65
1221	95.66%	172.97
1130	95.84%	75.67
1119	96.25%	183.92
1111	95.77%	74.06
1093	96.80%	116.89
1173	96.68%	245.38
1132	95.76%	181.14
1185	95.11%	179.73
1204	97.01%	81.33
1097	95.08%	224.11
1172	95.14%	110.92
1118	94.63%	184.57
1086	95.67%	113.94
1135	95.07%	144.56
1091	95.14%	77.39
1152	95.57%	110.02
1124	96%	74.28
1135	96.21%	178.55
1107	95.75%	186.15
1137	94.55%	143.35
1078	95.64%	111.8
1187	96.38%	139.15
1139	95.87%	109.36
1126	95.65%	111.08
1164	95.36%	110.25
1115	96.41%	76.08
1149	96.43%	181.92
1042	96.45%	153.66
1187	96.80%	107.78
1097	96.63%	151.33
1117	95.43%	145.53
1098	95.63%	184.88
1067	96.44%	115.2
1035	95.56%	190.03
997	94.98%	116.72
1110	95.86%	113.75
1057	95.08%	189.4
1089	96.24%	11207.05
976	95.39%	75.24
1137	95.51%	114.97
1094	94.24%	116.25
1093	95.06%	112.7
996	96.49%	155.54
1041	97.21%	117.86
959	96.04%	77.17
1039	95.48%	163.98
959	95.31%	81.92
957	95.61%	164.17
996	95.68%	168.28
974	96.51%	119.72
983	94.61%	81.63
1066	96.15%	79.74
1034	95.94%	119.56
955	96.65%	122.87
986	95.64%	78.33
962	95.84%	166.04
987	96.05%	203.32
1001	95%	119.82
894	95.30%	79.07
845	95.98%	125.95
893	95.74%	125.71
857	95.68%	124.76
926	96%	208.46
927	95.58%	80.1
878	95.44%	80.25
866	95.84%	123.16
859	96.27%	264.83
898	95.32%	165.98
949	96.94%	78.98
910	95.82%	126.33
981	94.39%	161.6
857	94.98%	78.02
885	94.24%	80.91
854	95.32%	128.79
880	95.91%	123.53
920	94.67%	259.06
911	95.61%	172.95
866	95.61%	83.34
838	94.63%	83.32
867	95.50%	126.12
872	94.61%	75.84
875	97.71%	171.41
924	95.45%	211.09
891	95.06%	79.51
833	95.08%	274.98
913	95.07%	168.46
856	96.38%	129.07
861	97.56%	172.99
932	95.82%	167.23
905	96.13%	128.11
948	94.62%	125.85
957	96.24%	204.17
919	95.97%	169.78
954	94.97%	121.79
903	95.57%	122.53
930	97.53%	209.73
928	95.26%	122.36
841	94.65%	4881.86
873	95.88%	127.56
933	95.50%	164.66
937	95.84%	79.12
836	95.81%	83.27
934	95.93%	124.35
853	95.78%	129.98
833	95.08%	80.52
887	94.25%	126.8
830	95.06%	128.52
860	95.58%	129.21
850	95.88%	130.66
880	96.02%	128.37
798	95.11%	127.39
875	96.57%	79.35
859	95.23%	173.19
847	96.34%	219.74
834	94.12%	127.45
916	94.98%	81.66
820	95.12%	80.09
898	96.44%	170.8
840	94.88%	126.8
912	96.49%	166.01
877	96.58%	126.34
835	97.01%	225.31
851	95.30%	80.08
887	94.14%	172.06
862	96.29%	128.53
772	94.95%	79.08
849	94.94%	136.28
769	96.36%	85.28
757	94.98%	87.76
789	95.82%	84.5
889	95.39%	81.36
789	96.32%	134.58
788	96.19%	83.13
777	95.88%	135.6
793	95.96%	182.09
792	96.59%	84.26
807	94.92%	235.16
735	96.19%	139.31
716	94.83%	84.5
817	96.33%	183.93
823	95.87%	136.63
741	94.87%	80.22
765	94.77%	187.47
804	95.15%	82.64
814	95.95%	181.65
748	95.05%	136.38
739	95.40%	79.9
778	96.14%	132.62
764	94.76%	132.69
748	96.26%	136.22
748	93.72%	135.34
726	95.59%	193.4
764	96.20%	239.34
763	95.28%	135.18
780	96.92%	135.92
800	95.63%	84.65
674	95.99%	141.21
686	96.36%	82.05
700	96%	81.99
684	94.88%	144.31
729	96.16%	195.48
733	97.14%	138.68
728	94.78%	139.81
716	94.69%	140.4
716	95.67%	140.45
702	95.73%	86.75
661	95.61%	268.08
684	96.35%	139.74
663	95.32%	145.41
639	94.68%	86.78
675	96.15%	81.03
703	96.16%	199.09
676	96.15%	328.09
684	96.20%	320.59
669	97.01%	146.7
652	96.78%	204.49
674	97.63%	79.19
627	95.22%	143.31
576	96.88%	218.22
620	95.48%	147.07
640	95%	209.53
598	95.99%	83.01
665	95.04%	83.29
567	96.47%	85.35
609	95.73%	150.55
558	95.34%	154.27
614	94.95%	156.14
604	96.52%	150.81
523	95.79%	86.71
589	93.55%	81.55
607	96.71%	151.78
562	95.37%	82.47
578	94.46%	224.77
552	95.65%	235.27
513	93.18%	87.3
512	94.34%	87.52
517	95.94%	166.22
544	97.06%	85.03
549	93.62%	157.04
525	95.05%	85.9
514	93.58%	82.77
566	94.35%	85.35
542	94.83%	86.91
515	93.79%	87.23
495	96.77%	169.03
492	94.31%	251.46
544	94.30%	160.75
514	94.55%	166
471	96.18%	83.94
499	95.79%	169.64
520	95.96%	241.61
550	94.36%	160.21
502	96.61%	167.65
471	93.42%	85.76
509	94.11%	165.02
509	94.11%	162.4
483	91.51%	169.67
474	96.20%	8611.11
497	94.16%	172.57
476	96.43%	91.61
461	96.96%	94.95
461	94.79%	186.41
448	95.31%	92.41
431	94.43%	95.73
420	95.71%	94.77
468	94.23%	256.73
450	93.33%	83.28
430	96.05%	90.43
484	97.31%	174.78
428	95.79%	102.16
467	95.72%	187.7
420	96.43%	91.39
432	94.44%	86.76
359	91.64%	91.12
415	93.98%	184.34
425	94.82%	89.45
400	95%	84.6
430	95.81%	179.53
419	95.70%	187.94
439	93.17%	274.32
434	96.31%	89.17
409	95.84%	84.18
383	96.34%	97.79
392	95.15%	188.8
363	95.87%	92.6
433	95.15%	89.94
375	93.60%	196.27
376	90.69%	199.46
403	95.53%	389.56
373	95.44%	89.61
311	97.75%	224.97
348	95.11%	90.98
341	97.65%	91.54
362	96.41%	98.5
333	97.60%	90.79
314	97.45%	343.78
313	95.85%	343.7
343	96.50%	89.42
342	95.91%	92.31
364	96.70%	208.06
372	97.04%	93.93
385	95.84%	92.28
321	95.02%	225.98
320	94.69%	107.51
283	94.70%	108.39
304	95.39%	85.28
306	96.41%	96.26
310	96.45%	88.57
337	97.33%	86.27
307	95.11%	88.77
333	95.20%	93.79
271	94.46%	236
284	94.37%	93.85
303	95.05%	355.3
288	93.40%	94.17
257	95.72%	244.53
309	95.79%	91.14
261	95.40%	87.95
253	96.05%	249.19
283	93.99%	231.38
263	96.58%	95.76
240	97.50%	97.8
225	96.44%	98.47
211	97.16%	97.5
226	97.35%	270.62
214	95.79%	94.88
250	94.80%	253.14
222	95.05%	277.18
233	97%	92.45
237	97.05%	92.8
209	96.17%	94.91
228	93.42%	270.13
214	93.93%	92.52
222	97.30%	88.66
215	96.28%	101.25
217	96.77%	93.41
223	95.52%	91.53
232	93.97%	263.33
228	97.81%	93.38
200	95.50%	291.67
218	98.17%	88.92
195	97.44%	302.38
195	97.44%	92.57
173	95.95%	92.72
178	98.31%	105.21
179	96.09%	88.52
193	95.85%	89.63
171	97.08%	92.41
183	96.72%	92.13
173	93.64%	94.01
159	96.86%	90.46
154	97.40%	92.26
117	94.87%	88.3
180	95.56%	96.26
186	94.62%	311.04
172	96.51%	96.17
169	97.04%	90.64
144	94.44%	99.36
151	98.01%	90.09
199	97.99%	93.28
127	95.28%	94.53
133	94.74%	401.08
138	94.93%	90.99
160	96.25%	96.08
161	96.89%	98.09
152	98.03%	90.34
124	97.58%	94.57
106	96.23%	101.88
131	95.42%	89.53
148	93.92%	90.32
115	93.91%	95.71
96	96.88%	103.82
113	95.58%	101.42
108	97.22%	93.57
127	96.06%	103.87
114	95.61%	446.67
112	95.54%	452.13
117	99.15%	90.12
131	99.24%	92.34
128	96.88%	100.14
125	97.60%	742.5
109	94.50%	98.15
150	93.33%	93.51
114	94.74%	98.54
117	96.58%	779.99
132	96.21%	94.79
102	97.06%	487.64
115	94.78%	104.88
130	94.62%	93.67
100	95%	86.64
127	92.91%	93.17
105	93.33%	104.07
81	97.53%	83.84
125	96%	412.39
102	95.10%	105.95
101	96.04%	91
103	97.09%	98.68
73	97.26%	107.41
89	91.01%	548.64
84	94.05%	99.44
87	97.70%	93.91
100	93%	94.41
96	97.92%	92.71
91	95.60%	95.25
95	83.16%	90.35
90	95.56%	543.84
83	90.36%	98.49
100	97%	89.83
79	94.94%	94.75
79	92.41%	104.53
99	94.95%	92.4
72	95.83%	97.71
82	96.34%	92.41
116	98.28%	97
95	96.84%	95.33
75	97.33%	91
78	94.87%	101.59
85	98.82%	97.4
91	97.80%	103.59
87	95.40%	95.63
104	94.23%	98.98
65	95.38%	104.26
60	96.67%	776.13
77	93.51%	632.18
66	89.39%	103.55
57	96.49%	98.14
69	97.10%	103.78
97	94.85%	98.95
76	92.11%	114
62	93.55%	109.47
68	100%	92.25
86	97.67%	89.86
70	100%	97.1
79	97.47%	95.59
66	95.45%	96.98
75	93.33%	92.55
69	97.10%	96.33
48	97.92%	93.75
63	95.24%	98.4
81	98.77%	97.63
98	97.96%	88.58
118	96.61%	440.22
83	97.59%	103.77
85	95.29%	574.62
94	96.81%	98.37
85	98.82%	571.85
109	94.50%	101.04
74	97.30%	122.12
69	94.20%	94.97
78	97.44%	104.03
87	96.55%	590.78
54	90.74%	103.13
72	98.61%	109.93
63	98.41%	99
81	98.77%	100.68
97	96.91%	96.2
96	94.79%	95.92
85	94.12%	102.04
70	100%	689.67
86	100%	112.36
82	96.34%	115.12
76	93.42%	102.14
72	97.22%	94.08
97	97.94%	99.89
102	97.06%	109.23
74	95.95%	101.78
70	98.57%	120.7
64	98.44%	724.81
50	100%	102.82
59	96.61%	94.86
70	94.29%	141.39
53	94.34%	946.51
62	98.39%	119.5
62	96.77%	95.1
66	98.48%	100.38
45	97.78%	93.24
61	100%	101.7
61	100%	96.87
94	98.94%	114.93
50	98%	99
35	97.14%	98.14
65	96.92%	103.8
64	98.44%	107.89
73	94.52%	1207.92
49	93.88%	124.53
57	94.74%	101.3
45	95.56%	111.31
46	93.48%	111.35
42	97.62%	96.17
66	96.97%	106.76
56	100%	105.66
48	95.83%	101.54
41	100%	99.2
59	98.31%	117.39
52	96.15%	103.71
61	98.36%	783.95
56	94.64%	99.34
50	100%	106.18
49	100%	96.2
49	91.84%	100.14
36	100%	106.94
42	95.24%	98.83
38	92.11%	1169.08
56	100%	99.43
43	97.67%	1029.12
30	100%	1442.2
41	92.68%	89.9
43	95.35%	108.91
38	94.74%	102.79
34	97.06%	97.09
44	95.45%	103.93
67	98.51%	108.34
53	96.23%	97.02
34	94.12%	108.18
37	100%	99.22
47	97.87%	109.81
34	97.06%	100.71
49	97.96%	923.47
37	97.30%	109.22
40	100%	131.85
33	96.97%	1338.39
36	100%	96.64
32	93.75%	103.19
54	96.30%	106.56
39	97.44%	100.9
33	96.97%	1315.06
26	96.15%	105.85
21	100%	98.1
38	100%	98.55
30	100%	94.37
33	93.94%	103.48
34	97.06%	100.12
31	96.77%	101.55
28	92.86%	144.82
31	96.77%	88.74
45	100%	105.04
24	95.83%	1761.75
35	97.14%	95.29
55	100%	828.02
49	91.84%	115.61
38	97.37%	97
29	86.21%	100.21
43	95.35%	104.56
38	97.37%	104.84
39	97.44%	99
27	96.30%	95.48
34	94.12%	93.53
33	96.97%	90.88
25	100%	101
39	94.87%	101.03
44	95.45%	97.02
17	76.47%	90.35
26	96.15%	100.5
24	100%	102.58
13	92.31%	93.62
23	100%	94.3
11	100%	98.91
24	100%	105.75
12	91.67%	95.08
19	100%	104.68
11	90.91%	111.45
20	100%	100.5
18	88.89%	112.67
23	100%	91.61
25	100%	100.76
21	95.24%	86.43
14	100%	102.21
24	95.83%	93.71
28	96.43%	96.68
21	90.48%	94.29
37	94.59%	95.95
22	100%	98.73
19	100%	108.63
33	93.94%	96.64
32	96.88%	1354.56
25	92%	99.68
17	88.24%	90.06
18	100%	101.39
26	92.31%	120.92
21	95.24%	92.62
40	92.50%	96.08
23	100%	91.43
17	100%	101.94
10	100%	90.9
16	100%	91.88
23	100%	104.48
22	100%	89.91
19	100%	97.95
19	100%	103.05
27	88.89%	97.59
39	100%	1149.87
31	87.10%	124.55
26	88.46%	102.31
19	94.74%	107.79
20	95%	96.8
30	100%	96.47
25	92%	100.2
21	95.24%	104.33
13	100%	94
17	100%	91.76
27	100%	100.26
12	100%	101.42
10	100%	119.3
17	100%	103.24
13	100%	102
18	100%	111.39
22	86.36%	118.27
20	90%	134.55
21	95.24%	97.43
20	100%	94.75
15	100%	94.93
10	80%	101.7
31	93.55%	104.65
19	100%	116.32
19	100%	111.53
26	100%	97.46
17	100%	108.65
13	100%	104.62
14	100%	93.86
19	100%	94.42
15	93.33%	92.87
25	100%	105.04
14	100%	98.07
8	100%	90.38
10	100%	97.7
17	94.12%	101.53
23	100%	110
16	100%	104.25
25	100%	97.84
13	92.31%	103.31
22	100%	88.86
13	92.31%	104.46
26	96.15%	91.96
18	94.44%	150.94
13	100%	83.23
17	94.12%	98.53
9	88.89%	93.33
26	88.46%	95.35
15	100%	101
16	100%	98.75
7	100%	100.86
9	100%	95.67
25	100%	99.36
20	95%	93.25
14	92.86%	92.93
15	100%	85
20	95%	142.25
23	100%	182.7
21	90.48%	98.24
20	95%	104.5
10	100%	101.9
25	92%	95.72
22	100%	118.59
17	88.24%	102.12
22	100%	122.23
23	95.65%	104.35
13	100%	148.85
10	100%	95.2
14	100%	110.79
10	100%	97.2
19	100%	99.63
11	100%	89.73
10	100%	98.2
10	100%	93.6
17	100%	90.24
13	92.31%	96.54
14	100%	108.29
11	100%	101.55
17	100%	113.71
6	100%	105.67
17	88.24%	97.88
20	100%	89.7
17	100%	112.71
17	100%	111.18
18	100%	97.56
17	100%	107.71
9	100%	113.11
28	100%	110.39
12	91.67%	102.92
9	100%	78.33
11	100%	108.36
11	100%	97.27
7	100%	119
7	100%	102
10	100%	4117.7
14	100%	102.79
11	100%	94.73
25	100%	96.36
17	94.12%	93.24
21	95.24%	95.33
22	100%	1914.18
8	100%	92.25
20	100%	133.6
18	94.44%	97
15	100%	2761.07
8	100%	92.75
13	92.31%	96.54
22	95.45%	101.14
19	100%	131.37
17	100%	100.12
21	100%	109.38
24	95.83%	107.25
20	95%	88.55
22	100%	100.41
22	100%	109.09
22	95.45%	100.95
4	100%	100.75
2	100%	63
10	100%	98.8
12	100%	78
12	100%	94.17
18	88.89%	88.5
19	89.47%	107.05
6	100%	77
14	85.71%	98.93
14	100%	102.29
9	100%	82.44
15	86.67%	96
15	100%	103.67
18	94.44%	100.67
8	100%	92.25
9	88.89%	107.78
17	88.24%	101.29
10	100%	89
8	100%	114.75
17	88.24%	92.76
19	100%	103.58
19	100%	129.58
14	92.86%	179.29
5	100%	90
7	100%	144.43
6	83.33%	100.33
11	81.82%	101.09
17	94.12%	97.94
19	78.95%	93.42
12	91.67%	94.75
8	100%	87.88
11	90.91%	108.55
6	100%	102
11	81.82%	84.91
15	93.33%	105.13
12	100%	95.58
16	100%	92.5
11	100%	96.82
13	100%	93.77
11	100%	94.18
16	81.25%	107.88
9	100%	99.78
12	100%	95.08
16	87.50%	97.88
21	95.24%	95.38
27	96.30%	98.37
25	96%	98.4
20	100%	141.8
17	76.47%	103.59
16	93.75%	92.81
23	86.96%	96.61
19	94.74%	105.58
16	100%	96.38
17	88.24%	102.29
21	100%	90.24
16	93.75%	100.56
12	100%	93.33
12	100%	90.42
14	100%	106.5
9	100%	108.33
22	100%	94.5
17	100%	113.24
33	100%	122.21
32	93.75%	98.94
23	95.65%	101.57
19	94.74%	89.53
23	95.65%	101.65
22	95.45%	105.23
25	88%	102.68
29	93.10%	100.97
16	93.75%	100.69
25	96%	114.84
22	95.45%	108.32
21	95.24%	96.67
23	95.65%	131.78
23	95.65%	99.57
35	100%	100
24	100%	96.83
35	97.14%	107.94
28	85.71%	99.25
25	96%	100.4
31	93.55%	97.29
29	96.55%	106.83
30	100%	99.53
38	94.74%	124.5
39	100%	102.38
40	95%	105.03
35	100%	100.97
26	100%	109.04
30	93.33%	101.93
26	100%	101.88
42	90.48%	99.43
37	100%	100.95
47	100%	104.36
52	94.23%	108.38
48	87.50%	101.17
47	93.62%	97.21
24	95.83%	125.29
29	93.10%	102.62
29	100%	1487.31
39	100%	98.03
42	97.62%	99.88
40	92.50%	94.05
71	97.18%	99.35
49	97.96%	104
49	100%	908.29
61	98.36%	109.44
49	95.92%	917.24
61	98.36%	754.56
55	94.55%	100.64
54	96.30%	101.69
57	100%	94.3
46	97.83%	112.3
52	96.15%	100.08
48	93.75%	101.85
62	98.39%	744.39
51	92.16%	92.04
58	98.28%	94.05
52	96.15%	101.96
72	91.67%	657.36
84	91.67%	96.65
89	91.01%	99.9
82	97.56%	99.84
93	95.70%	96.97
98	97.96%	95.37
98	97.96%	100.05
82	96.34%	102.29
100	94%	99.12
111	95.50%	97.68
95	97.89%	99.78
100	96%	99.48
107	96.26%	94.87
122	97.54%	97.17
139	92.81%	97.16
150	96.67%	365.37
152	93.42%	98.6
135	98.52%	97.24
149	95.30%	94.13
148	96.62%	96.81
162	94.44%	104.62
137	98.54%	99.45
141	92.91%	98.99
147	96.60%	97.44
164	97.56%	97.24
193	97.93%	95.61
192	97.40%	94.61
169	91.12%	99.25
177	91.53%	101.75
181	95.03%	97.03
196	97.45%	97.47
227	96.48%	99.6
184	96.74%	97.66
221	95.48%	105.41
251	95.22%	108.52
